plu_classification_id,grounded_statement_id,notice_id,opportunity_title,source_file,plu_id,context_family,context_type,canonical_object,downstream_route,matched_pattern,confidence,classification_status,source_statement,created_at
PLUC-000233,GSTMT-000409,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 22:37:18
PLUC-000234,GSTMT-000410,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 22:37:18
PLUC-000235,GSTMT-000411,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 22:37:18
PLUC-000236,GSTMT-000412,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-004,Commercial,Unit Price,Unit Price,Pricing Intelligence,unit price,0.86,classified,"Volume Title  Completed and executed SF-1449 cover sheet (Blocks 17a, 18a, 19, 20, and 23)  Completed Attachment E, F, or G – Payment Registration Form (as applicable based on Section 1.4) I  Completed Section 5 - Representations and Certifications  SAM Unique Entity ID (UEI)  CAGE/NCAGE Code  Evidence of active registration in SAM.gov  Vendor Portal Registration (Attachment H)  Completed Block 23 - Unit Price (Section 1, pages 13-15) showing:",2026-06-24 22:37:18
PLUC-000237,GSTMT-000413,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_5.bin,PLU-COM-005,Commercial,Options,Options,Opportunity Intelligence,option year,0.86,classified,o Base Year pricing (CLINs 001-002) o Option Year 1 pricing (CLINs 101-102) II o Option Year 2 pricing (CLINs 201-202) o Repair labor rates (Section 1.7.1)  Currency clearly identified per Section 1.4  Value Added Tax (VAT) calculated separately if applicable per Section 1.5 The Embassy intends to conduct a site,2026-06-24 22:37:18
PLUC-000238,GSTMT-000415,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,ADMINISTERED BY (If other than Item 6) CODE 19MX53 8.,2026-06-24 22:37:18
PLUC-000239,GSTMT-000418,cbb1a9af3c004dc68e36a311cbef0ff9,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cbb1a9af3c004dc68e36a311cbef0ff9_6.bin,PLU-PROP-006,Proposal,Amendment Acknowledgement,Amendment Acknowledgement,Proposal Compliance,acknowledge.*amendment,0.86,classified,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:",2026-06-24 22:37:18
PLUC-000240,GSTMT-000423,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,The government requires material specified and the government will be installing the canopy.,2026-06-24 22:37:18
PLUC-000241,GSTMT-000425,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],0.86,classified,"In Section 1, the requirement states 2 shades of 20' x 25' each (overall 40' x 25'), while Section 9C refers to a 40' x 40' shade.",2026-06-24 22:37:18
PLUC-000242,GSTMT-000426,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,"2 – 20’x25’ or 1 – 40’x25’ • Additionally, please let us know whether the specifications are flexible or if they are strict, non-negotiable requirements.",2026-06-24 22:37:18
PLUC-000243,GSTMT-000427,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,Please provide the material according to the submitted specifications;,2026-06-24 22:37:18
PLUC-000244,GSTMT-000428,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_1.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,references,0.86,classified,"The specification document references field connections ""indicated on the drawings"".",2026-06-24 22:37:18
PLUC-000245,GSTMT-000438,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,"This is a combined synopsis/solicitation for Shade Structure Canopy in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000246,GSTMT-000440,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,"The 164th Airlift Wing located at 4593 Swinnea Memphis, TN 38118, is issuing a combined synopsis/solicitation for a single award contract to be prepared in accordance with the format in FAR 12.6, as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000247,GSTMT-000441,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,0.86,classified,"The North American Industry Classification System (NAICS) Code for this requirement is 314910 Textile Bag and Canvas Mills, with a Small Business size standard of 500 employees.",2026-06-24 22:37:18
PLUC-000248,GSTMT-000442,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,0.86,classified,This Request for Quote (RFQ) for Shade Structure Canopy is being set aside for Total Small Businesses.,2026-06-24 22:37:18
PLUC-000249,GSTMT-000443,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COM-002,Commercial,Contract Type,Contract Type,Commercial Intelligence,firm[- ]fixed[- ]price,0.86,classified,The Government intends to award a Firm-Fixed Price contract.,2026-06-24 22:37:18
PLUC-000250,GSTMT-000445,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,0.86,classified,"Meaning, the goal of this solicitation is to find a small business to meet the requirements of the 164th Airlift Wing.",2026-06-24 22:37:18
PLUC-000251,GSTMT-000446,cb68614c729145b3835e8326258f5ea2,Shade Structure Canopy,cb68614c729145b3835e8326258f5ea2_3.bin,PLU-EVAL-001,Evaluation,Evaluation Framework,Evaluation Framework,Evaluation Intelligence,award will be made,0.86,classified,“Award will be made to the offeror who represents the best value to the,2026-06-24 22:37:18
PLUC-000252,GSTMT-000447,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_1.bin,PLU-COM-003,Commercial,Price Schedule,Price Schedule,Pricing Intelligence,line item,0.86,classified,www.NPS.gov/GEWA February 2026 PROJECT MANUAL COVER 00 01 00 - Page 2 of 2 Upgrade HVAC System George Washington Birthplace National Monument PMIS # 305342 TABLE OF CONTENTS 01 00 00 GENERAL REQUIREMENTS 01 10 00 SUMMARY OF WORK 01 26 01 CONTRACT MODIFICATION PROCEDURES 01 27 00 DEFINITION OF CONTRACT LINE ITEMS 01 31 00 PROJECT MANAGEMENT AND COORDINATION 01 32 16 CONSTRUCTION SCHEDULE 01 32 33 PHOTOGRAPHIC DOCUMENTATION 01 33 00 SUBMITTAL PROCEDURES 01 35 13.22 ARCHEOLOGICAL PROTECTION 01 35 23 SAFETY REQUIREMENTS 01 35 91 HISTORIC PRESERVATION TREATMENT PROCEDURES 01 40 00 QUALITY REQUIREMENTS 01 42 00 REGERENCE STANDARDS 01 67 00 PRODUCT REQUIREMENTS 01 73 29 CUTTING AND PATCHING 01 73 40 EXECUTION 01 74 19 CONSTRUCTION WASTE MANAGEMENT AND DISPOSAL 01 77 00 CLOSEOUT PROCEDURES 01 78 23 OPERATION AND MAINTENANCE DATA 01 79 00 DEMONSTRATION & TRAINING 02 41 19 SELECTI,2026-06-24 22:37:18
PLUC-000253,GSTMT-000448,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,2026-06-24 22:37:18
PLUC-000254,GSTMT-000449,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,Department of Interior Past Performance Questionnaire (PPQ) Notice to Contractor Information provided in this questionnaire is intended for use as source selection information and as such is deemed Source Selection Sensitive.,2026-06-24 22:37:18
PLUC-000255,GSTMT-000450,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-SUP-001,Supplier Qualification,Past Performance,Past Performance,Supplier Capability Intelligence,questionnaire,0.86,classified,"Statements or comments provided in the questionnaire do not signify an express or implied endorsement of any product, supply, service, or enterprise.",2026-06-24 22:37:18
PLUC-000256,GSTMT-000452,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,"The contractor shall not be permitted to use any information provided in this questionnaire to publicize, or otherwise circulate, promotional materials that state or imply Governmental, organizational, group, expert, or individual endorsement or consumer testimonial of a product, service, or position which the contractor represents.",2026-06-24 22:37:18
PLUC-000257,GSTMT-000453,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_2.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,"DIAR 1452.203-70 Restriction on Endorsements - Department of the interior (JUL 1996) The Contractor shall not refer to contracts awarded by the Department of the Interior in commercial advertising, as defined in FAR 31.205-1, in a manner which states or implies that the product or service provided is approved or endorsed by the Government or is considered by the Government to be superior to other products or services.",2026-06-24 22:37:18
PLUC-000258,GSTMT-000455,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"ISSUED BY CODE PNN 7.ADMINISTERED BY (If other than Item 6)CODE NPS, NER - NE MABO Boston National Historical Park Charlestown Navy Yard Building I-1 Boston MA 02129-4543 8.",2026-06-24 22:37:18
PLUC-000259,GSTMT-000458,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_3.bin,PLU-PROP-006,Proposal,Amendment Acknowledgement,Amendment Acknowledgement,Proposal Compliance,acknowledge.*amendment,0.86,classified,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:",2026-06-24 22:37:18
PLUC-000260,GSTMT-000462,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_4.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,Construction Contract Administration Federal Acquisition Regulation (FAR) 36.211(b) requires agencies provide description of policies and procedures that apply to definitization of equitable adjustments for change orders under construction contracts and data on the time required to definitize equitable adjustments for change orders under construction contracts.,2026-06-24 22:37:18
PLUC-000261,GSTMT-000463,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],0.86,classified,"DATE ISSUED PAGE OF PAGES AND AWARD 140P4326R0013 SEALED BID (IFB) INVITATION FOR BID 05/15/2026 1 55 (Construction, Alteration, or Repair) NEGOTIATED (RFP) REQUEST FOR PROPOSAL IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",2026-06-24 22:37:18
PLUC-000262,GSTMT-000466,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-TECH-001,Technical,Technical Specification,Technical Specification,Technical Intelligence,specifications,0.86,classified,Detailed Specifications and Drawings and are provided with final solicitation documents.,2026-06-24 22:37:18
PLUC-000263,GSTMT-000467,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,PLU-COMP-006,Legal and Compliance,Socioeconomic Requirement,Socioeconomic Requirement,Eligibility Intelligence,small business,0.86,classified,This requirement is being solicited as a Service-Disabled Veteran-Owned Small Business,2026-06-24 22:37:18
PLUC-000264,GSTMT-000469,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_8.bin,PLU-TECH-006,Technical,Acceptance Criteria,Acceptance Criteria,Quality Intelligence,testing,0.86,classified,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",2026-06-24 22:37:18
PLUC-000265,GSTMT-000470,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_9.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,cui,0.86,classified,MBH THOUSAND BRITISH THERMAL ROUND RETURN OR AAV AUTOMATIC AIR VENT UNITS PER HOUR ROUND SUPPLY EXHAUST BALL VALVE AC AIR CONDITIONING MCA MINIMUM CIRCUIT AMPS 2.,2026-06-24 22:37:18
PLUC-000266,GSTMT-000471,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-PROP-002,Proposal,Proposal Volume,Proposal Volume,Proposal Intelligence,price proposal,0.86,classified,"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-24 22:37:18
PLUC-000267,GSTMT-000472,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,PLU-PROP-002,Proposal,Proposal Volume,Proposal Volume,Proposal Intelligence,price proposal,0.86,classified,"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-24 22:37:18
